Title: Young Stellar Objects in the Gould Belt 
Authors: Dunham M.M., Allen L.E., Evans N.J., Broekhoven-Fiene H., Cieza L.A., 
         Francesco J.D., Gutermuth R.A., Harvey P.M., Hatchell J., Heiderman A.,
         Huard T.L., Johnstone D., Kirk J.M., Matthews B.C., Miller J.F., 
         Peterson D.E., Young K.E. 
Table: Properties of the c2d+GB YSOs
================================================================================
Byte-by-byte Description of file: apjs519129t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label   Explanations
--------------------------------------------------------------------------------
   1-  4 I4     ---    Index   Index
   6- 21 A16    ---    Cloud   Cloud identifier
  23- 38 A16    ---    ID      SSTc2d or SSTgb + Spitzer source name  
 898 Aquila           J183149.4-011421 10.7   -2.11 1600.     1.8       -2.47 2000.     6.2     N - 
 899 Aquila           J183149.7-021718 12.4   -1.80 2100.     0.15      -2.97 2600.     1.3     N - 
 900 Aquila           J183150.1-021009 13.1   -1.34 1500.     0.013     -2.19 1900.     0.055   N - 
 901 Aquila           J183150.5-023646 13.3   -2.09 1600.     0.19      -2.59 2000.     0.89    N - 
 902 Aquila           J183150.9-020728 19.8   -1.37 1300.     0.24      -2.35 1900.     1.8     N - 
 903 Aquila           J183151.2-021043 11.7   -0.59 1100.     0.020     -1.08 1600.     0.056   N - 
 904 Aquila           J183151.3-021204  7.5   -0.71 1400.     0.019     -1.26 1700.     0.041   N - 
 905 Aquila           J183151.7-024024 11.5   -1.95 1600.     0.79      -2.44 2000.     3.0     N - 
 906 Aquila           J183152.1-023105 12.7   -0.96 1100.     0.011     -1.36 1300.     0.030   N - 
 907 Aquila           J183152.1-020126 12.4    1.56  160.     0.12       1.36  170.     0.16    N Y 
 908 Aquila           J183152.2-023050 20.8   -1.03 1100.     0.0085    -1.95 1600.     0.050   N - 
 909 Aquila           J183152.4-020031 12.4    0.24  520.     0.043      0.02  600.     0.074   N - 
 910 Aquila           J183153.4-021638 11.3   -1.50 1500.     0.018     -2.27 1900.     0.065   N - 
 911 Aquila           J183153.8-024533 10.5   -1.64 1500.     0.24      -2.08 1900.     0.77    N - 
 912 Aquila           J183154.9-015733 11.3   -1.90  550.     0.19      -2.46 1200.     0.35    N - 
 913 Aquila           J183155.0-022229  6.6   -1.40 1600.     0.020     -1.74 1900.     0.042   N - 
 914 Aquila           J183155.2-022532 10.4   -1.02 1300.     0.0063    -1.55 1700.     0.018   N - 
 915 Aquila           J183155.7-024055 12.9   -1.71 1300.     2.2       -1.87 1800.     8.2     N - 
 916 Aquila           J183156.2-024151 12.7   -1.74 1500.     0.69      -2.36 2000.     2.9     N - 
 917 Aquila           J183156.2-015854  7.2   -0.92 1400.     0.0052    -1.25 1700.     0.011   N - 
 918 Aquila           J183156.2-024439 11.6   -2.11 1600.     1.4       -2.59 2000.     5.6     N - 
 919 Aquila           J183156.8-022422 21.2   -1.87 1400.     0.13      -2.62 1900.     1.1     N - 
 920 Aquila           J183157.0-025828  9.0   -1.83 1500.     1.1       -2.04 1900.     3.1     N - 
 921 Aquila           J183157.2-021830 19.5   -0.74  960.     0.0079    -1.66 1400.     0.035   N - 
 922 Aquila           J183157.3-020141 15.9   -0.65 1100.     0.015     -1.30 1700.     0.063   N - 
 923 Aquila           J183157.7-022835  8.3   -0.57 1100.     0.038     -0.92 1500.     0.081   N - 
 924 Aquila           J183158.1-015014 36.1   -1.69  950.     0.23      -2.05 1300.     2.7     Y - 
 925 Aquila           J183158.3-021540  7.0   -1.15 1600.     0.073     -1.67 1900.     0.16    N - 
 926 Aquila           J183158.5-020632  8.4   -0.67 1300.     0.040     -1.40 1700.     0.092   N - 
 927 Aquila           J183158.6-021632 14.5   -1.86 1500.     0.66      -2.38 1900.     3.3     N - 
 928 Aquila           J183158.8-021535  6.6   -1.15 1600.     0.011     -1.76 1900.     0.023   N - 
 929 Aquila           J183159.0-020040 26.5   -1.54 1100.     0.045     -2.40 1600.     0.42    N - 
 930 Aquila           J183159.0-022414 17.7   -1.29 1200.     0.72      -1.76 1700.     3.8     N - 
 931 Aquila           J183159.0-020711  8.7   -0.76 1200.     0.019     -1.40 1700.     0.045   N - 
 932 Aquila           J183200.6-014115 13.8   -2.14 1500.     1.6       -2.61 2000.     7.8     Y - 
 933 Aquila           J183201.5-023814 12.4    0.33  570.     0.014     -0.25  780.     0.027   N - 
 934 Aquila           J183203.5-011057  8.5   -1.76 1700.     0.41      -2.30 2000.     1.2     N - 
 935 Aquila           J183203.7-023131 12.3   -1.50 1300.     0.0028    -2.00 1500.     0.0084  N - 
 936 Aquila           J183204.8-023126 11.0   -1.29 1300.     0.12      -1.53 1700.     0.35    N - 
 937 Aquila           J183206.2-021725 12.4    0.15  590.     0.017     -0.66  900.     0.033   N - 
 938 Aquila           J183207.2-020926 14.9   -2.02 1500.     0.14      -2.68 2000.     0.73    N - 
 939 Aquila           J183207.7-022213 18.7   -1.22 1000.     0.0054    -2.36 1500.     0.025   N - 
 940 Aquila           J183208.1-020624 12.3   -0.92 1200.     0.11      -1.29 1700.     0.34    N - 
 941 Aquila           J183208.6-020519  1.4   -1.77 1900.     0.14      -2.21 2000.     0.17    N - 
 942 Aquila           J183208.7-015414  9.1   -0.58 1000.     0.028     -0.99 1200.     0.055   N - 
 943 Aquila           J183208.8-023029 10.5   -1.06 1300.     0.015     -1.38 1700.     0.044   N - 
 944 Aquila           J183208.9-022643 16.2   -1.78 1500.     2.9       -2.50 2000.    18.      N - 
 945 Aquila           J183209.1-022003  8.1   -1.58 1600.     0.011     -2.19 1900.     0.028   N - 
 946 Aquila           J183209.2-022728  7.0   -1.98 1700.     0.13      -2.33 2000.     0.30    N - 
 947 Aquila           J183209.4-021301 18.2   -1.43 1300.     0.018     -2.52 1900.     0.12    N - 
 948 Aquila           J183209.4-020803 10.5   -1.36 1500.     0.017     -2.20 1900.     0.057   N - 
 949 Aquila           J183209.5-020435 11.6   -2.00 1600.     0.087     -2.50 2000.     0.33    N - 
 950 Aquila           J183209.7-013000  9.6   -1.78 1600.     0.12      -2.24 2000.     0.38    N - 
 951 Aquila           J183210.8-021312 22.4   -1.63 1100.     0.39      -1.99 1800.     3.0     N - 
 952 Aquila           J183211.6-022050 10.7   -0.95 1200.     0.11      -1.02 1600.     0.27    N - 
 953 Aquila           J183211.6-021315 14.1   -0.76 1100.     0.010     -1.39 1700.     0.037   N - 
 954 Aquila           J183212.1-012534 12.4   -2.26 1600.     0.38      -2.72 2000.     1.6     Y - 
 955 Aquila           J183212.7-022237 18.4   -1.40  170.     0.057     -2.29  570.     0.083   N - 
 956 Aquila           J183213.1-015730 12.4    0.93   57.     0.28       0.73   59.     0.29    N Y 
 957 Aquila           J183213.8-013839 17.2   -1.55 1300.     2.6       -2.13 1800.    15.      N - 
 958 Aquila           J183214.2-023326 12.1   -1.28 1200.     0.35      -1.51 1700.     1.1     N - 
 959 Aquila           J183214.9-021937 12.9   -1.89 1500.     0.45      -2.40 2000.     2.0     N - 
 960 Aquila           J183215.0-022419 13.5   -1.39 1200.     0.0038    -1.96 1500.     0.011   N - 
 961 Aquila           J183215.1-023525 27.4   -1.18  980.     0.040     -1.63 1300.     0.26    Y - 
 962 Aquila           J183215.1-023453 12.4    1.57  280.     0.019      1.39  310.     0.029   N - 
 963 Aquila           J183215.9-023443 12.4    0.80  120.     0.47       0.20  180.     0.56    N - 
 964 Aquila           J183216.7-022316  7.5   -1.04 1400.     0.11      -1.51 1800.     0.25    N - 
 965 Aquila           J183217.0-022953  8.9   -0.78 1200.     0.16      -1.36 1700.     0.39    N - 
 966 Aquila           J183218.4-020750 14.7   -1.15 1300.     0.0097    -1.95 1900.     0.046   N - 
 967 Aquila           J183218.5-021201 11.1   -1.14 1300.     0.015     -1.66 1800.     0.048   N - 
 968 Aquila           J183218.9-015249  8.2   -0.67 1300.     0.019     -1.10 1600.     0.042   N - 
 969 Aquila           J183220.0-014340 10.6   -2.13 1600.     3.8       -2.45 2000.    13.      Y - 
 970 Aquila           J183220.2-022119  9.6   -1.13 1200.     0.0077    -1.79 1700.     0.020   N - 
 971 Aquila           J183220.5-022243  8.4   -0.91 1300.     0.040     -1.29 1700.     0.093   N - 
 972 Aquila           J183221.5-021251 11.7   -2.12 1600.     0.12      -2.57 2000.     0.47    N - 
 973 Aquila           J183221.5-022210 11.9   -1.57 1500.     0.31      -2.18 1900.     1.2     N - 
 974 Aquila           J183221.7-014356 10.1   -1.96 1600.     2.6       -2.39 2000.     8.8     N - 
 975 Aquila           J183221.8-023444 16.1   -1.90 1500.     0.19      -2.43 1900.     1.1     N - 
 976 Aquila           J183223.3-022849 18.2   -1.85 1400.     0.19      -2.38 1900.     1.2     N - 
 977 Aquila           J183223.5-014844 12.0   -2.09 1600.     1.7       -2.46 2000.     6.9     N - 
 978 Aquila           J183223.6-023444  9.0   -1.16 1400.     0.025     -1.63 1800.     0.066   N - 
 979 Aquila           J183225.6-013024  9.7   -2.15 1700.     0.38      -2.49 2000.     1.2     Y - 
 980 Aquila           J183226.0-023020 14.0   -0.88 1300.     0.0070    -1.56 1900.     0.030   N - 
 981 Aquila           J183226.7-024146  6.9   -1.11 1300.     0.0041    -1.29 1600.     0.0080  N - 
 982 Aquila           J183228.0-024713 11.0   -2.20 1600.     0.69      -2.60 2000.     2.5     Y - 
 983 Aquila           J183228.0-021743 12.4   -2.04  740.     0.0085    -2.27  770.     0.016   N - 
 984 Aquila           J183228.3-015511  9.9   -1.36 1500.     0.10      -1.87 1900.     0.31    N - 
 985 Aquila           J183229.4-014536  7.5   -2.22 1700.     0.056     -2.55 2000.     0.14    N - 
 986 Aquila           J183230.0-020413  1.2   -1.70 1700.     0.33      -2.14 1800.     0.38    N - 
 987 Aquila           J183230.2-013803 10.0   -2.08 1600.     0.31      -2.47 2000.     1.0     N - 
 988 Aquila           J183230.5-022926  3.7   -1.93 1800.     1.1       -2.08 1900.     1.8     N - 
 989 Aquila           J183230.8-012256 10.7   -2.06 1600.     0.30      -2.45 2000.     1.0     N - 
 990 Aquila           J183231.7-021620  8.4   -0.56 1200.     0.015     -1.25 1700.     0.034   N - 
 991 Aquila           J183232.5-015124 19.0   -1.89 1400.     0.38      -2.48 1900.     2.9     N - 
 992 Aquila           J183233.0-022910  7.0   -1.44 1600.     0.0097    -1.86 1900.     0.022   N - 
 993 Aquila           J183233.3-022156 14.7   -2.05 1500.     1.5       -2.50 2000.     7.8     N - 
 994 Aquila           J183233.6-024818 14.1   -1.92 1500.     0.27      -2.53 2000.     1.4     N - 
 995 Aquila           J183234.0-015836 18.1   -0.81  970.     1.7       -1.05 1500.     7.0     N - 
 996 Aquila           J183234.2-021905 10.1   -1.36 1400.     0.0077    -2.18 1900.     0.024   N - 
 997 Aquila           J183234.8-013642 10.5   -2.16 1600.     0.20      -2.46 2000.     0.70    Y - 
 998 Aquila           J183234.9-022411  9.5   -2.24 1700.     0.041     -2.63 2000.     0.13    N - 
 999 Aquila           J183235.0-022321 10.2   -2.27 1700.     0.045     -2.66 2000.     0.15    N - 
1000 Aquila           J183235.9-024547 10.9   -1.94 1600.     0.32      -2.32 1900.     1.1     N - 
1001 Aquila           J183236.0-020524 10.9   -1.86 1600.     0.93      -2.23 1900.     3.3     N - 
1002 Aquila           J183236.3-024601 12.4   -0.76 1100.     0.0058    -1.17 1400.     0.016   N - 
1003 Aquila           J183237.3-021150  9.0   -2.20 1700.     0.024     -2.61 2000.     0.073   N - 
1004 Aquila           J183237.4-025045 12.4    0.83  150.     0.14       0.18  220.     0.18    N - 
1005 Aquila           J183237.6-023102 14.0   -0.36  950.     0.017     -0.89 1500.     0.055   N - 
1006 Aquila           J183238.1-022905 12.4   -0.08  900.     0.024     -0.67 1400.     0.064   N - 
1007 Aquila           J183238.6-021848  8.9   -1.00 1400.     0.014     -1.65 1800.     0.037   N - 
1008 Aquila           J183239.0-023612 16.6   -1.34 1400.     1.6       -2.08 1900.     9.3     N - 
1009 Aquila           J183239.1-022200 14.0   -1.99 1500.     1.2       -2.32 1900.     5.4     Y - 
1010 Aquila           J183239.6+004731  7.2   -1.99 1700.     0.40      -2.40 2000.     0.97    N - 
1011 Aquila           J183239.7-015038  5.2   -1.02 1500.     0.0090    -1.29 1700.     0.016   N - 
1012 Aquila           J183239.9-013009 15.1   -1.30 1300.     1.7       -1.74 1800.     7.7     N - 
1013 Aquila           J183239.9-012644 15.5   -1.95 1500.     0.22      -2.55 2000.     1.2     N - 
1014 Aquila           J183241.3-020958  9.1   -2.33 1700.     0.045     -2.68 2000.     0.14    N - 
1015 Aquila           J183242.4-024756 12.4   -0.25  520.     0.19      -0.88  970.     0.35    N - 
1016 Aquila           J183243.4-023006 12.4   -1.34  650.     0.0034    -1.56  680.     0.0060  N - 
1017 Aquila           J183244.2-022525 12.4   -2.05 1600.     2.7       -2.46 2000.    11.      N - 
1018 Aquila           J183244.8+004017  7.0   -2.25 1800.     0.37      -2.56 2000.     0.90    Y - 
1019 Aquila           J183245.1-022156 10.6   -2.34 1400.     0.16      -2.52 1800.     0.49    Y - 
1020 Aquila           J183245.6-024657 12.4    0.95  150.     0.029      0.72  180.     0.036   N - 
1021 Aquila           J183246.1+003849  6.5   -1.98 1900.     1.4       -2.64 2100.     3.4     N - 
1022 Aquila           J183246.6-021524 12.4   -1.86 1500.     1.5       -2.35 1900.     6.2     N - 
1023 Aquila           J183246.8-024327 12.4   -2.51 2200.     0.33      -3.17 2600.     3.0     Y - 
1024 Aquila           J183247.8-023940 10.9   -0.89 1000.     0.23      -1.31 1500.     0.57    N - 
1025 Aquila           J183248.7-020228  8.8   -2.11 1700.     3.1       -2.49 2000.     8.9     N - 
1026 Aquila           J183249.0-013919 12.0   -1.80 1400.     2.6       -2.11 1900.     9.4     N - 
1027 Aquila           J183249.1-015302 11.0   -1.57 1500.     3.3       -2.05 1900.    11.      N - 
1028 Aquila           J183249.8-023141 12.7   -1.04 1300.     0.027     -1.45 1800.     0.095   N - 
1029 Aquila           J183250.2-024006  5.8   -2.23 1800.     0.072     -2.50 2000.     0.15    N - 
1030 Aquila           J183251.3-021205  9.7   -2.27 1700.     0.055     -2.67 2000.     0.18    N - 
1031 Aquila           J183252.9+004809  8.4   -1.94 1600.     0.59      -1.99 1900.     1.6     N - 
1032 Aquila           J183253.0-014144 12.3   -1.92 1600.     1.0       -2.53 2000.     4.4     N - 
1033 Aquila           J183253.3-014222 11.2   -2.08 1600.     1.4       -2.55 2000.     5.4     N - 
1034 Aquila           J183253.3-022303  9.9   -2.17 1600.     0.53      -2.48 2000.     1.7     Y - 
1035 Aquila           J183253.4-021726  9.2   -2.18 1700.     0.42      -2.50 2000.     1.3     Y - 
1036 Aquila           J183254.0-024707  6.8   -0.99 1500.     0.096     -1.46 1800.     0.21    N - 
1037 Aquila           J183254.6-024435 14.9   -1.22 1300.     0.045     -1.71 1800.     0.20    N - 
1038 Aquila           J183254.9+004012  7.6   -2.12 1700.     0.38      -2.41 2000.     0.96    N - 
1039 Aquila           J183256.5-024503  7.9   -0.73 1300.     0.11      -1.30 1700.     0.26    N - 
1040 Aquila           J183257.1-024516  6.9   -0.63 1100.     0.075     -0.69 1400.     0.13    N - 
1041 Aquila           J183257.4-024534 11.4   -1.13 1400.     0.023     -1.62 1800.     0.077   N - 
1042 Aquila           J183257.5-013708 11.9   -2.03 1600.     0.32      -2.52 2000.     1.3     N - 
1043 Aquila           J183257.6-023439 11.1   -1.09 1600.     0.018     -1.36 2000.     0.068   N - 
1044 Aquila           J183258.0-011903  8.7   -2.16 1600.     0.39      -2.36 1900.     1.1     Y - 
1045 Aquila           J183258.1-023443 12.6   -1.89 1500.     2.2       -2.41 1900.     9.2     N - 
1046 Aquila           J183300.4-024953  4.6   -2.19 1800.     0.067     -2.43 2000.     0.12    N - 
1047 Aquila           J183300.9-012040  8.7   -2.03 1700.     0.60      -2.35 2000.     1.7     N - 
1048 Aquila           J183301.0-024143 10.8   -2.08 1600.     0.41      -2.48 2000.     1.5     N - 
1049 Aquila           J183301.7-023854 10.5   -1.86 1600.     0.65      -2.35 2000.     2.2     N - 
1050 Aquila           J183303.2-015710  9.1   -1.95 1600.     2.8       -2.16 1900.     8.1     N - 
1051 Aquila           J183303.2-024402  5.2   -0.82 1300.     0.10      -1.36 1600.     0.17    N - 
1052 Aquila           J183303.4-020842 12.4    1.25  270.     0.22       0.76  360.     0.33    N - 
1053 Aquila           J183303.7-014043 11.1   -2.07 1600.     5.6       -2.55 2000.    21.      N - 
1054 Aquila           J183303.8-023650 11.5   -2.05 1600.     0.61      -2.52 2000.     2.4     N - 
1055 Aquila           J183304.0-020052  8.3   -1.87 1700.     0.51      -2.28 2000.     1.4     N - 
1056 Aquila           J183304.6+004909  8.9   -2.52 1800.     1.5       -2.92 2100.     4.9     Y - 
1057 Aquila           J183305.8-024410 10.1   -0.65  760.     0.15      -1.22 1300.     0.30    N - 
1058 Aquila           J183305.8-025108 28.3   -1.14 1000.     0.059     -1.99 1500.     0.52    N - 
1059 Aquila           J183306.0-021009  9.2   -2.11 1600.     0.37      -2.32 1900.     1.1     Y - 
1060 Aquila           J183306.2-024642 13.7   -2.03 1500.     0.25      -2.51 2000.     1.2     N - 
1061 Aquila           J183306.4-022905 12.3   -1.50 1300.     2.3       -1.80 1800.     8.0     N - 
1062 Aquila           J183306.8-013635  9.7   -2.23 1700.     0.22      -2.58 2000.     0.72    Y - 
1063 Aquila           J183307.2-023346 14.8   -1.93 1500.     0.99      -2.48 2000.     5.2     N - 
1064 Aquila           J183309.9-012859  9.6   -2.09 1700.     1.7       -2.44 2000.     5.4     N - 
1065 Aquila           J183310.6-023517 16.6   -1.46 1300.     0.018     -1.83 1800.     0.093   N - 
1066 Aquila           J183311.4-025051 12.6   -2.17 1600.     0.42      -2.60 2000.     1.8     Y - 
1067 Aquila           J183312.0-013806 10.9   -2.15 1600.     0.68      -2.52 2000.     2.5     Y - 
1068 Aquila           J183312.2-025004 20.6   -1.90 1400.     0.20      -2.62 1900.     1.8     N - 
1069 Aquila           J183312.4-010923  9.9   -2.10 1600.     1.7       -2.40 2000.     5.3     Y - 
1070 Aquila           J183313.3+004423 11.6   -1.97 1800.     2.7       -2.92 2100.    12.      N - 
1071 Aquila           J183314.6-024110 10.8   -2.10 1600.     0.91      -2.50 2000.     3.3     N - 
1072 Aquila           J183314.6-024254 15.2   -2.01 1500.     0.11      -2.49 1900.     0.57    N - 
1073 Aquila           J183316.7-022342  7.8   -1.76 1600.     0.17      -2.05 1900.     0.42    N - 
1074 Aquila           J183317.4-023625 17.7   -1.30 1300.     0.66      -1.92 1800.     3.9     N - 
